,Unnamed: 0,id,date,x_m_L72,y_m_L72,top_m_mv,basis_m_mv,parameter,detection_condition,value,unit,source,error_date,error_sum_parameter,error_detection_condition,error_unrealistic_unit,error_top,error_basis
5388,125544,34510588,2023-07-04,148081.71,213782.79,2.0,4.0,PFAS Som kwantitatief,=,6.188,µg/l,OVAM,,Sum parameter,,,,
5389,125548,34510592,2023-07-04,148081.71,213782.79,2.0,4.0,EFSA-4,=,2.7,µg/l,OVAM,,Sum parameter,,,,
5390,125553,34510597,2023-07-04,148081.71,213782.79,2.0,4.0,PFAS totaal (Kwantitatief en indicatief),=,13.977,µg/l,OVAM,,Sum parameter,,,,
5391,125568,34510612,2021-12-13,148018.13,213697.09,2.5,3.5,EFSA-4,=,3.81,µg/l,OVAM,,Sum parameter,,,,
5392,125570,34510614,2021-12-13,148018.13,213697.09,2.5,3.5,PFAS Som indicatief,=,0.0,µg/l,OVAM,,Sum parameter,,,,
5393,125573,34510617,2021-12-13,148018.13,213697.09,2.5,3.5,PFAS Som kwantitatief,=,25.235,µg/l,OVAM,,Sum parameter,,,,
5394,125579,34510623,2021-12-13,148018.13,213697.09,2.5,3.5,PFAS totaal (Kwantitatief en indicatief),=,25.235,µg/l,OVAM,,Sum parameter,,,,
5395,125583,34510627,2021-12-13,148018.13,213697.09,2.5,3.5,EU DWRL-20,=,25.235,µg/l,OVAM,,Sum parameter,,,,
5396,125601,34510645,2023-07-04,148018.13,213697.09,2.5,3.5,PFAS Som kwantitatief,=,18.597,µg/l,OVAM,,Sum parameter,,,,
5397,125606,34510650,2023-07-04,148018.13,213697.09,2.5,3.5,PFAS totaal (Kwantitatief en indicatief),=,28.617,µg/l,OVAM,,Sum parameter,,,,
5398,125611,34510655,2023-07-04,148018.13,213697.09,2.5,3.5,EFSA-4,=,2.3,µg/l,OVAM,,Sum parameter,,,,
5399,125620,34510664,2023-07-04,148018.13,213697.09,2.5,3.5,PFAS Som indicatief,=,10.02,µg/l,OVAM,,Sum parameter,,,,
5400,125636,34510680,2023-07-04,148018.13,213697.09,2.5,3.5,EU DWRL-20,=,18.51,µg/l,OVAM,,Sum parameter,,,,
5401,125666,34510710,2021-12-13,148006.47,213681.44,2.5,3.5,EFSA-4,=,6.884,µg/l,OVAM,,Sum parameter,,,,
5402,125668,34510712,2021-12-13,148006.47,213681.44,2.5,3.5,PFAS Som indicatief,=,0.0,µg/l,OVAM,,Sum parameter,,,,
5403,125672,34510716,2021-12-13,148006.47,213681.44,2.5,3.5,PFAS Som kwantitatief,=,17.342,µg/l,OVAM,,Sum parameter,,,,
5404,125677,34510721,2021-12-13,148006.47,213681.44,2.5,3.5,PFAS totaal (Kwantitatief en indicatief),=,17.342,µg/l,OVAM,,Sum parameter,,,,
5405,125680,34510724,2021-12-13,148006.47,213681.44,2.5,3.5,EU DWRL-20,=,17.305,µg/l,OVAM,,Sum parameter,,,,
5406,125690,34520028,2023-01-12,187010.0,229489.0,1.85,2.85,EU DWRL-20,=,0.051,µg/l,OVAM,,Sum parameter,,,,
5407,125700,34520038,2023-01-12,187010.0,229489.0,1.85,2.85,EFSA-4,=,0.023,µg/l,OVAM,,Sum parameter,,,,
5408,125706,34520044,2023-01-12,187010.0,229489.0,1.85,2.85,PFAS Som kwantitatief,=,0.062,µg/l,OVAM,,Sum parameter,,,,
5409,125731,34520069,2023-01-12,187010.0,229489.0,1.85,2.85,PFAS Som indicatief,<,0.05,µg/l,OVAM,,Sum parameter,,,,
5410,125750,34520088,2023-01-12,187076.0,229391.0,2.0,3.0,PFAS Som indicatief,<,0.05,µg/l,OVAM,,Sum parameter,,,,
5411,125759,34520097,2023-01-12,187076.0,229391.0,2.0,3.0,EFSA-4,=,0.018,µg/l,OVAM,,Sum parameter,,,,
5412,125767,34520105,2023-01-12,187076.0,229391.0,2.0,3.0,EU DWRL-20,=,0.075,µg/l,OVAM,,Sum parameter,,,,
5413,125782,34520120,2023-01-12,187076.0,229391.0,2.0,3.0,PFAS Som kwantitatief,=,0.096,µg/l,OVAM,,Sum parameter,,,,
5414,125797,34532237,2022-06-08,187477.0,174959.0,7.9,8.9,EU DWRL-20,=,31.0,ng/l,OVAM,,Sum parameter,,,,
5415,125800,34532241,2022-06-08,187477.0,174959.0,7.9,8.9,PFAS Som indicatief,<,10.0,ng/l,OVAM,,Sum parameter,,,,
5416,125813,34532259,2022-06-08,187477.0,174959.0,7.9,8.9,EFSA-4,=,2.0,ng/l,OVAM,,Sum parameter,,,,
5417,125835,34532369,2022-11-21,187487.0,174880.0,8.0,9.0,EFSA-4,=,6.0,ng/l,OVAM,,Sum parameter,,,,
5418,125855,34532389,2022-11-21,187487.0,174880.0,8.0,9.0,EU DWRL-20,=,32.0,ng/l,OVAM,,Sum parameter,,,,
5419,125862,34532396,2022-11-21,187487.0,174880.0,8.0,9.0,PFAS Som indicatief,<,10.0,ng/l,OVAM,,Sum parameter,,,,
5420,125893,34532909,2022-11-17,187570.0,174997.0,11.0,12.0,EU DWRL-20,=,32.0,ng/l,OVAM,,Sum parameter,,,,
5421,125903,34532919,2022-11-17,187570.0,174997.0,11.0,12.0,EFSA-4,=,13.0,ng/l,OVAM,,Sum parameter,,,,
5422,125910,34532926,2022-11-17,187570.0,174997.0,11.0,12.0,PFAS Som indicatief,<,100.0,ng/l,OVAM,,Sum parameter,,,,
5423,125944,34533082,2022-11-17,187849.0,175212.0,7.9,8.9,PFAS Som indicatief,<,100.0,ng/l,OVAM,,Sum parameter,,,,
5424,125970,34533108,2022-11-17,187849.0,175212.0,7.9,8.9,EFSA-4,<,10.0,ng/l,OVAM,,Sum parameter,,,,
5425,125980,34533118,2022-11-17,187849.0,175212.0,7.9,8.9,EU DWRL-20,<,10.0,ng/l,OVAM,,Sum parameter,,,,
5426,125990,34534192,2022-11-17,187670.0,174755.0,11.0,12.0,EFSA-4,=,14.0,ng/l,OVAM,,Sum parameter,,,,
5427,126000,34534202,2022-11-17,187670.0,174755.0,11.0,12.0,PFAS Som indicatief,<,10.0,ng/l,OVAM,,Sum parameter,,,,
5428,126010,34534212,2022-11-17,187670.0,174755.0,11.0,12.0,EU DWRL-20,=,88.0,ng/l,OVAM,,Sum parameter,,,,
5429,126044,34534278,2022-11-17,187857.0,175115.0,13.1,14.1,PFAS Som indicatief,<,10.0,ng/l,OVAM,,Sum parameter,,,,
5430,126059,34534293,2022-11-17,187857.0,175115.0,13.1,14.1,EFSA-4,=,15.0,ng/l,OVAM,,Sum parameter,,,,
5431,126067,34534301,2022-11-17,187857.0,175115.0,13.1,14.1,EU DWRL-20,=,38.0,ng/l,OVAM,,Sum parameter,,,,
5432,126105,34534812,2022-11-17,187876.0,174882.0,11.0,12.0,PFAS Som indicatief,<,10.0,ng/l,OVAM,,Sum parameter,,,,
5433,126112,34534819,2022-11-17,187876.0,174882.0,11.0,12.0,EU DWRL-20,=,43.0,ng/l,OVAM,,Sum parameter,,,,
5434,126118,34534825,2022-11-17,187876.0,174882.0,11.0,12.0,EFSA-4,=,6.0,ng/l,OVAM,,Sum parameter,,,,
5435,126131,34535368,2022-11-21,187725.0,175043.0,7.0,8.0,PFAS Som indicatief,<,100.0,ng/l,OVAM,,Sum parameter,,,,
5436,126162,34535399,2022-11-21,187725.0,175043.0,7.0,8.0,EFSA-4,=,110.0,ng/l,OVAM,,Sum parameter,,,,
5437,126177,34535414,2022-11-21,187725.0,175043.0,7.0,8.0,EU DWRL-20,=,670.0,ng/l,OVAM,,Sum parameter,,,,
5438,126178,34536145,2022-11-17,187815.0,174863.0,11.0,12.0,EFSA-4,=,13.0,ng/l,OVAM,,Sum parameter,,,,
5439,126189,34536156,2022-11-17,187815.0,174863.0,11.0,12.0,PFAS Som indicatief,<,100.0,ng/l,OVAM,,Sum parameter,,,,
5440,126209,34536176,2022-11-17,187815.0,174863.0,11.0,12.0,EU DWRL-20,=,32.0,ng/l,OVAM,,Sum parameter,,,,
5441,126251,34537567,2022-06-13,187698.0,175169.0,2.6,3.6,EFSA-4,=,41.0,ng/l,OVAM,,Sum parameter,,,,
5442,126253,34537569,2022-06-13,187698.0,175169.0,2.6,3.6,PFAS Som indicatief,<,10.0,ng/l,OVAM,,Sum parameter,,,,
5443,126261,34537579,2022-06-13,187698.0,175169.0,2.6,3.6,EU DWRL-20,=,280.0,ng/l,OVAM,,Sum parameter,,,,
5444,126276,34537853,2022-11-21,187570.0,174997.0,7.0,8.0,PFAS Som indicatief,<,10.0,ng/l,OVAM,,Sum parameter,,,,
5445,126277,34537854,2022-11-21,187570.0,174997.0,7.0,8.0,EFSA-4,=,18.0,ng/l,OVAM,,Sum parameter,,,,
5446,126305,34537882,2022-11-21,187570.0,174997.0,7.0,8.0,EU DWRL-20,=,180.0,ng/l,OVAM,,Sum parameter,,,,
5447,126325,34537918,2022-11-09,187570.0,174997.0,7.0,8.0,EU DWRL-20,=,180.0,ng/l,OVAM,,Sum parameter,,,,
5448,126340,34538219,2022-11-17,187784.0,175280.0,3.0,4.0,EU DWRL-20,=,62.0,ng/l,OVAM,,Sum parameter,,,,
5449,126343,34538222,2022-11-17,187784.0,175280.0,3.0,4.0,PFAS Som indicatief,<,10.0,ng/l,OVAM,,Sum parameter,,,,
5450,126348,34538227,2022-11-17,187784.0,175280.0,3.0,4.0,EFSA-4,=,13.0,ng/l,OVAM,,Sum parameter,,,,
5451,126389,34539237,2022-11-21,187518.0,174776.0,9.7,10.7,PFAS Som indicatief,<,10.0,ng/l,OVAM,,Sum parameter,,,,
5452,126397,34539245,2022-11-21,187518.0,174776.0,9.7,10.7,EU DWRL-20,=,47.0,ng/l,OVAM,,Sum parameter,,,,
5453,126415,34539263,2022-11-21,187518.0,174776.0,9.7,10.7,EFSA-4,=,1.0,ng/l,OVAM,,Sum parameter,,,,
5454,126440,34557630,2022-08-23,158755.0,177253.0,6.0,8.0,EU DWRL-20,=,110.0,ng/l,OVAM,,Sum parameter,,,,
5455,126463,34557660,2022-08-23,158755.0,177253.0,6.0,8.0,PFAS Som indicatief,<,10.0,ng/l,OVAM,,Sum parameter,,,,
5456,126467,34557664,2022-08-23,158755.0,177253.0,6.0,8.0,EFSA-4,=,26.0,ng/l,OVAM,,Sum parameter,,,,
5457,126483,34557750,2022-08-23,158779.0,177277.0,6.0,8.0,EU DWRL-20,=,38.0,ng/l,OVAM,,Sum parameter,,,,
5458,126494,34557764,2022-08-23,158779.0,177277.0,6.0,8.0,EFSA-4,=,12.0,ng/l,OVAM,,Sum parameter,,,,
5459,126514,34557792,2022-08-23,158779.0,177277.0,6.0,8.0,PFAS Som indicatief,<,10.0,ng/l,OVAM,,Sum parameter,,,,
5460,126546,34557832,2022-08-23,158745.0,177274.0,6.0,8.0,PFAS Som indicatief,<,10.0,ng/l,OVAM,,Sum parameter,,,,
5461,126558,34557850,2022-08-23,158745.0,177274.0,6.0,8.0,EFSA-4,=,110.0,ng/l,OVAM,,Sum parameter,,,,
5462,126561,34557854,2022-08-23,158745.0,177274.0,6.0,8.0,EU DWRL-20,=,220.0,ng/l,OVAM,,Sum parameter,,,,
5463,126575,34580094,2023-01-20,127204.0,178191.0,5.04,6.04,PFAS Som kwantitatief,<,4.0,ng/l,OVAM,,Sum parameter,,,,
5464,126590,34580116,2023-01-20,127204.0,178191.0,5.04,6.04,PFAS Som indicatief,<,10.0,ng/l,OVAM,,Sum parameter,,,,
5465,126609,34580149,2023-01-20,127204.0,178191.0,5.04,6.04,EU DWRL-20,<,1.0,ng/l,OVAM,,Sum parameter,,,,
5466,126611,34580153,2023-01-20,127204.0,178191.0,5.04,6.04,EFSA-4,<,1.0,ng/l,OVAM,,Sum parameter,,,,
5467,126631,34580265,2023-01-20,127183.0,178203.0,5.06,6.06,PFAS Som kwantitatief,<,4.0,ng/l,OVAM,,Sum parameter,,,,
5468,126634,34580269,2023-01-20,127183.0,178203.0,5.06,6.06,PFAS Som indicatief,<,10.0,ng/l,OVAM,,Sum parameter,,,,
5469,126643,34580281,2023-01-20,127183.0,178203.0,5.06,6.06,EFSA-4,<,1.0,ng/l,OVAM,,Sum parameter,,,,
5470,126661,34580309,2023-01-20,127183.0,178203.0,5.06,6.06,EU DWRL-20,<,1.0,ng/l,OVAM,,Sum parameter,,,,
5471,126674,34582290,2022-06-10,72366.12,168853.25,4.5,5.5,EFSA-4,=,16.0,ng/l,OVAM,,Sum parameter,,,,
5472,126682,34582298,2022-06-10,72366.12,168853.25,4.5,5.5,EU DWRL-20,=,86.0,ng/l,OVAM,,Sum parameter,,,,
5473,126688,34582304,2022-06-10,72366.12,168853.25,4.5,5.5,PFAS Som kwantitatief,=,86.0,ng/l,OVAM,,Sum parameter,,,,
5474,126714,34582330,2023-02-24,72358.67,178877.73,3.0,4.0,EFSA-4,=,370.0,ng/l,OVAM,,Sum parameter,,,,
5475,126734,34582350,2023-02-24,72358.67,178877.73,3.0,4.0,PFAS Som kwantitatief,=,400.0,ng/l,OVAM,,Sum parameter,,,,
5476,126738,34582354,2023-02-24,72358.67,178877.73,3.0,4.0,EU DWRL-20,=,400.0,ng/l,OVAM,,Sum parameter,,,,
5477,126783,34582448,2022-06-10,72413.0,168901.0,3.2,4.2,EU DWRL-20,=,60.0,ng/l,OVAM,,Sum parameter,,,,
5478,126790,34582455,2022-06-10,72413.0,168901.0,3.2,4.2,EFSA-4,<,0.0,ng/l,OVAM,,Sum parameter,,,,
5479,126797,34582462,2022-06-10,72413.0,168901.0,3.2,4.2,PFAS Som kwantitatief,=,60.0,ng/l,OVAM,,Sum parameter,,,,
5480,126978,34595209,2023-02-16,70128.0,192625.0,2.0,3.0,EU DWRL-20,=,59.0,ng/l,OVAM,,Sum parameter,,,,
5481,126981,34595214,2023-02-16,70128.0,192625.0,2.0,3.0,PFAS Som kwantitatief,=,59.0,ng/l,OVAM,,Sum parameter,,,,
5482,127002,34595246,2023-02-16,70128.0,192625.0,2.0,3.0,PFAS Som indicatief,<,50.0,ng/l,OVAM,,Sum parameter,,,,
5483,127009,34595258,2023-02-16,70128.0,192625.0,2.0,3.0,EFSA-4,=,21.0,ng/l,OVAM,,Sum parameter,,,,
5484,127036,34595556,2023-02-16,70144.0,192667.0,2.0,3.0,EFSA-4,<,10.0,ng/l,OVAM,,Sum parameter,,,,
5485,127046,34595571,2023-02-16,70144.0,192667.0,2.0,3.0,EU DWRL-20,<,50.0,ng/l,OVAM,,Sum parameter,,,,
5486,127049,34595574,2023-02-16,70144.0,192667.0,2.0,3.0,PFAS Som kwantitatief,<,10.0,ng/l,OVAM,,Sum parameter,,,,
5487,127068,34595605,2023-02-16,70144.0,192667.0,2.0,3.0,PFAS Som indicatief,<,50.0,ng/l,OVAM,,Sum parameter,,,,
5488,127085,34603883,2022-05-10,78711.16,174947.55,2.01,3.01,EFSA-4,=,0.11,µg/l,OVAM,,Sum parameter,,,,
5489,127096,34603899,2022-05-10,78711.16,174947.55,2.01,3.01,EU DWRL-20,=,0.28,µg/l,OVAM,,Sum parameter,,,,
5490,127131,34604002,2022-09-26,78717.81,174935.76,2.01,3.01,EU DWRL-20,=,0.33,µg/l,OVAM,,Sum parameter,,,,
5491,127138,34604009,2022-09-26,78717.81,174935.76,2.01,3.01,PFAS Som indicatief,<,0.1,µg/l,OVAM,,Sum parameter,,,,
5492,127140,34604011,2022-09-26,78717.81,174935.76,2.01,3.01,EFSA-4,=,0.26,µg/l,OVAM,,Sum parameter,,,,
5493,127160,34604032,2022-09-26,78700.82,174947.04,2.51,3.51,EU DWRL-20,=,0.11,µg/l,OVAM,,Sum parameter,,,,
5494,127178,34604050,2022-09-26,78700.82,174947.04,2.51,3.51,PFAS Som indicatief,<,0.1,µg/l,OVAM,,Sum parameter,,,,
5495,127182,34604054,2022-09-26,78700.82,174947.04,2.51,3.51,EFSA-4,=,0.013,µg/l,OVAM,,Sum parameter,,,,
5496,127208,34604082,2022-12-22,78750.7,174953.2,2.01,3.01,EU DWRL-20,=,0.049,µg/l,OVAM,,Sum parameter,,,,
5497,127228,34604104,2022-12-22,78750.7,174953.2,2.01,3.01,EFSA-4,=,0.049,µg/l,OVAM,,Sum parameter,,,,
5498,127229,34604105,2022-12-22,78750.7,174953.2,2.01,3.01,PFAS Som indicatief,<,0.05,µg/l,OVAM,,Sum parameter,,,,
5499,127240,34604116,2022-12-22,78750.7,174953.2,2.01,3.01,PFAS totaal (Kwantitatief en indicatief),=,0.049,µg/l,OVAM,,Sum parameter,,,,
5500,127266,34604143,2022-12-22,78730.35,174931.66,1.01,3.01,PFAS totaal (Kwantitatief en indicatief),=,0.036,µg/l,OVAM,,Sum parameter,,,,
5501,127271,34604149,2022-12-22,78730.35,174931.66,1.01,3.01,PFAS Som indicatief,<,0.05,µg/l,OVAM,,Sum parameter,,,,
5502,127282,34604160,2022-12-22,78730.35,174931.66,1.01,3.01,EU DWRL-20,=,0.036,µg/l,OVAM,,Sum parameter,,,,
5503,127283,34604161,2022-12-22,78730.35,174931.66,1.01,3.01,EFSA-4,=,0.016,µg/l,OVAM,,Sum parameter,,,,
5504,127306,34604185,2022-07-07,78741.02,174918.57,1.01,3.01,EU DWRL-20,=,0.061,µg/l,OVAM,,Sum parameter,,,,
5505,127311,34604190,2022-07-07,78741.02,174918.57,1.01,3.01,EFSA-4,=,0.032,µg/l,OVAM,,Sum parameter,,,,
5506,127357,34604250,2022-06-27,78712.38,174969.23,2.26,3.26,EFSA-4,<,0.01,µg/l,OVAM,,Sum parameter,,,,
5507,127363,34604257,2022-06-27,78712.38,174969.23,2.26,3.26,EU DWRL-20,<,0.05,µg/l,OVAM,,Sum parameter,,,,
5508,127375,34604278,2022-09-26,78725.56,174951.0,2.01,3.01,PFAS Som indicatief,<,0.1,µg/l,OVAM,,Sum parameter,,,,
5509,127380,34604283,2022-09-26,78725.56,174951.0,2.01,3.01,EFSA-4,=,0.12,µg/l,OVAM,,Sum parameter,,,,
5510,127391,34604295,2022-09-26,78725.56,174951.0,2.01,3.01,EU DWRL-20,=,0.18,µg/l,OVAM,,Sum parameter,,,,
5511,127427,34604373,2022-05-10,78713.36,174953.57,1.51,3.51,EFSA-4,=,0.065,µg/l,OVAM,,Sum parameter,,,,
5512,127435,34604384,2022-05-10,78713.36,174953.57,1.51,3.51,EU DWRL-20,=,0.34,µg/l,OVAM,,Sum parameter,,,,
5513,127450,34604472,2022-09-26,78715.25,174948.37,6.01,7.01,PFAS Som indicatief,<,0.1,µg/l,OVAM,,Sum parameter,,,,
5514,127460,34604483,2022-09-26,78715.25,174948.37,6.01,7.01,EFSA-4,=,0.027,µg/l,OVAM,,Sum parameter,,,,
5515,127461,34604484,2022-09-26,78715.25,174948.37,6.01,7.01,EU DWRL-20,=,0.1,µg/l,OVAM,,Sum parameter,,,,
5516,127486,34604509,2022-12-22,78730.56,174916.64,1.01,3.01,PFAS Som indicatief,<,0.05,µg/l,OVAM,,Sum parameter,,,,
5517,127489,34604512,2022-12-22,78730.56,174916.64,1.01,3.01,EU DWRL-20,=,0.021,µg/l,OVAM,,Sum parameter,,,,
5518,127502,34604525,2022-12-22,78730.56,174916.64,1.01,3.01,PFAS totaal (Kwantitatief en indicatief),=,0.021,µg/l,OVAM,,Sum parameter,,,,
5519,127512,34604536,2022-12-22,78730.56,174916.64,1.01,3.01,EFSA-4,=,0.021,µg/l,OVAM,,Sum parameter,,,,
5520,127571,34609076,2023-03-30,153880.77,176946.79,2.5,3.5,EU DWRL-20,=,720.0,ng/l,OVAM,,Sum parameter,,,,
5521,127583,34609088,2023-03-30,153880.77,176946.79,2.5,3.5,EFSA-4,=,560.0,ng/l,OVAM,,Sum parameter,,,,
5522,127584,34609089,2023-03-30,153880.77,176946.79,2.5,3.5,PFAS Som indicatief,<,50.0,ng/l,OVAM,,Sum parameter,,,,
5523,127611,34609116,2023-03-30,153880.77,176946.79,2.5,3.5,PFAS Som kwantitatief,=,740.0,ng/l,OVAM,,Sum parameter,,,,
5524,127615,34612733,2023-02-13,82520.56,172373.36,2.5,3.5,EU DWRL-20,<,50.0,ng/l,OVAM,,Sum parameter,,,,
5525,127634,34612763,2023-02-13,82520.56,172373.36,2.5,3.5,PFAS Som kwantitatief,=,34.0,ng/l,OVAM,,Sum parameter,,,,
5526,127647,34612787,2023-02-13,82520.56,172373.36,2.5,3.5,PFAS Som indicatief,<,50.0,ng/l,OVAM,,Sum parameter,,,,
5527,127653,34612799,2023-02-13,82520.56,172373.36,2.5,3.5,EFSA-4,<,10.0,ng/l,OVAM,,Sum parameter,,,,
5528,127669,34612825,2023-02-15,82550.84,172327.89,2.5,3.5,EFSA-4,<,10.0,ng/l,OVAM,,Sum parameter,,,,
5529,127671,34612827,2023-02-15,82550.84,172327.89,2.5,3.5,EU DWRL-20,<,50.0,ng/l,OVAM,,Sum parameter,,,,
5530,127695,34612866,2023-02-15,82550.84,172327.89,2.5,3.5,PFAS Som kwantitatief,=,26.0,ng/l,OVAM,,Sum parameter,,,,
5531,127702,34612884,2023-02-15,82550.84,172327.89,2.5,3.5,PFAS Som indicatief,<,50.0,ng/l,OVAM,,Sum parameter,,,,
5532,127726,34613008,2023-02-13,82545.74,172363.54,2.5,3.5,PFAS Som indicatief,<,50.0,ng/l,OVAM,,Sum parameter,,,,
5533,127735,34613024,2023-02-13,82545.74,172363.54,2.5,3.5,EFSA-4,<,10.0,ng/l,OVAM,,Sum parameter,,,,
5534,127746,34613057,2023-02-13,82545.74,172363.54,2.5,3.5,EU DWRL-20,<,50.0,ng/l,OVAM,,Sum parameter,,,,
5535,127752,34613066,2023-02-13,82545.74,172363.54,2.5,3.5,PFAS Som kwantitatief,<,10.0,ng/l,OVAM,,Sum parameter,,,,
5536,127763,34613517,2022-09-15,144924.65,222650.74,1.5,2.5,EU DWRL-20,=,750.0,ng/l,OVAM,,Sum parameter,,,,
5537,127769,34613523,2022-09-15,144924.65,222650.74,1.5,2.5,EFSA-4,=,150.0,ng/l,OVAM,,Sum parameter,,,,
5538,127792,34613546,2022-09-15,144924.65,222650.74,1.5,2.5,PFAS Som kwantitatief,=,1700.0,ng/l,OVAM,,Sum parameter,,,,
5539,127812,34614668,2023-02-28,81866.0,170720.02,1.7,2.7,EFSA-4,<,0.0,ng/l,OVAM,,Sum parameter,,,,
5540,127831,34614687,2023-02-28,81866.0,170720.02,1.7,2.7,PFAS Som kwantitatief,<,0.0,ng/l,OVAM,,Sum parameter,,,,
5541,127846,34614702,2023-02-28,81866.0,170720.02,1.7,2.7,EU DWRL-20,<,0.0,ng/l,OVAM,,Sum parameter,,,,
5542,127866,34615203,2023-03-02,216159.0,174547.0,1.5,2.0,PFAS totaal (Kwantitatief en indicatief),<,0.05,µg/l,OVAM,,Sum parameter,,,,
5543,127882,34615223,2023-03-02,216159.0,174547.0,1.5,2.0,EU DWRL-20,<,0.05,µg/l,OVAM,,Sum parameter,,,,
5544,127888,34615229,2023-03-02,216159.0,174547.0,1.5,2.0,EFSA-4,<,0.01,µg/l,OVAM,,Sum parameter,,,,
5545,127892,34615233,2023-03-02,216159.0,174547.0,1.5,2.0,PFAS Som indicatief,<,0.05,µg/l,OVAM,,Sum parameter,,,,
5546,127918,34633182,2022-06-17,144297.0,165092.0,14.0,16.0,EU DWRL-20,=,76.0,ng/l,OVAM,,Sum parameter,,,,
5547,127919,34633183,2022-06-17,144297.0,165092.0,14.0,16.0,EFSA-4,<,1.0,ng/l,OVAM,,Sum parameter,,,,
5548,127926,34633194,2022-06-17,144297.0,165092.0,14.0,16.0,PFAS Som kwantitatief,=,77.0,ng/l,OVAM,,Sum parameter,,,,
5549,127930,34633198,2022-06-17,144297.0,165092.0,14.0,16.0,PFAS Som indicatief,<,10.0,ng/l,OVAM,,Sum parameter,,,,
5550,127977,34634346,2022-06-17,144314.0,165099.0,10.0,11.0,PFAS Som kwantitatief,=,89.0,ng/l,OVAM,,Sum parameter,,,,
5551,127990,34634364,2022-06-17,144314.0,165099.0,10.0,11.0,EU DWRL-20,=,84.0,ng/l,OVAM,,Sum parameter,,,,
5552,128000,34634376,2022-06-17,144314.0,165099.0,10.0,11.0,EFSA-4,=,1.0,ng/l,OVAM,,Sum parameter,,,,
5553,128007,34634383,2022-06-17,144314.0,165099.0,10.0,11.0,PFAS Som indicatief,<,10.0,ng/l,OVAM,,Sum parameter,,,,
5554,128009,34634627,2023-02-23,72631.97,167583.34,2.56,4.56,EU DWRL-20,<,0.0,ng/l,OVAM,,Sum parameter,,,,
5555,128026,34634654,2023-02-23,72631.97,167583.34,2.56,4.56,EFSA-4,<,0.0,ng/l,OVAM,,Sum parameter,,,,
5556,128028,34634656,2023-02-23,72631.97,167583.34,2.56,4.56,PFAS Som kwantitatief,<,0.0,ng/l,OVAM,,Sum parameter,,,,
5557,128064,34635404,2022-09-14,157919.1,162128.9,3.0,4.0,EU DWRL-20,<,1.0,ng/l,OVAM,,Sum parameter,,,,
5558,128071,34635417,2022-09-14,157919.1,162128.9,3.0,4.0,EFSA-4,<,1.0,ng/l,OVAM,,Sum parameter,,,,
5559,128074,34635425,2022-09-14,157919.1,162128.9,3.0,4.0,PFAS Som indicatief,<,10.0,ng/l,OVAM,,Sum parameter,,,,
5560,128110,34635477,2022-09-14,157802.3,162077.52,2.5,3.5,PFAS Som indicatief,<,10.0,ng/l,OVAM,,Sum parameter,,,,
5561,128126,34635506,2022-09-14,157802.3,162077.52,2.5,3.5,EU DWRL-20,<,1.0,ng/l,OVAM,,Sum parameter,,,,
5562,128137,34635525,2022-09-14,157802.3,162077.52,2.5,3.5,EFSA-4,<,1.0,ng/l,OVAM,,Sum parameter,,,,
5563,128183,34635599,2022-09-14,157711.22,161994.35,2.5,3.5,PFAS Som indicatief,<,10.0,ng/l,OVAM,,Sum parameter,,,,
5564,128188,34635606,2022-09-14,157711.22,161994.35,2.5,3.5,EFSA-4,=,2.0,ng/l,OVAM,,Sum parameter,,,,
5565,128191,34635609,2022-09-14,157711.22,161994.35,2.5,3.5,EU DWRL-20,=,4.0,ng/l,OVAM,,Sum parameter,,,,
5566,128218,34635667,2022-09-14,157872.1,162002.24,2.5,3.5,EU DWRL-20,=,15.0,ng/l,OVAM,,Sum parameter,,,,
5567,128234,34635689,2022-09-14,157872.1,162002.24,2.5,3.5,PFAS Som indicatief,<,10.0,ng/l,OVAM,,Sum parameter,,,,
5568,128235,34635690,2022-09-14,157872.1,162002.24,2.5,3.5,EFSA-4,<,1.0,ng/l,OVAM,,Sum parameter,,,,
5569,128271,34635752,2022-09-14,157843.45,162048.46,3.5,4.5,EFSA-4,<,1.0,ng/l,OVAM,,Sum parameter,,,,
5570,128272,34635758,2022-09-14,157843.45,162048.46,3.5,4.5,PFAS Som indicatief,<,10.0,ng/l,OVAM,,Sum parameter,,,,
5571,128275,34635762,2022-09-14,157843.45,162048.46,3.5,4.5,EU DWRL-20,=,6.0,ng/l,OVAM,,Sum parameter,,,,
5572,128326,34636063,2022-09-14,157955.99,162027.95,2.5,3.5,PFAS Som indicatief,<,10.0,ng/l,OVAM,,Sum parameter,,,,
5573,128335,34636082,2022-09-14,157955.99,162027.95,2.5,3.5,EU DWRL-20,=,8.0,ng/l,OVAM,,Sum parameter,,,,
5574,128351,34636108,2022-09-14,157955.99,162027.95,2.5,3.5,EFSA-4,<,1.0,ng/l,OVAM,,Sum parameter,,,,
5575,128365,34636130,2022-09-14,157988.34,162138.0,3.0,4.0,EFSA-4,<,1.0,ng/l,OVAM,,Sum parameter,,,,
5576,128376,34636152,2022-09-14,157988.34,162138.0,3.0,4.0,EU DWRL-20,=,1.0,ng/l,OVAM,,Sum parameter,,,,
5577,128389,34636172,2022-09-14,157988.34,162138.0,3.0,4.0,PFAS Som indicatief,<,10.0,ng/l,OVAM,,Sum parameter,,,,
